soc_code,pct_tasks_automation,pct_tasks_augmentation,diff_extensive,mean_automation,mean_augmentation,diff_intensive,occupation,two_digit_soc_code,total_employment,median_wage,educationcode,degfield_1,degree_share_1,degfield_2,degree_share_2,degfield_3,degree_share_3,related_soc_code_1,relatedness_score_1,related_soc_code_2,relatedness_score_2,related_soc_code_3,relatedness_score_3,ranking
"29-2052",.0833333,0,.0833333,9.090909,0,9.090909,"Pharmacy Technicians","Healthcare Practitioners and Technical",487920,43460,"HS diploma or equivalent","medical and health sciences and services",.2006662,"biology and life sciences",.1755977,"business",.1218826,"31-9095",3.280044,"29-1051",3.220601,"31-9092",2.492957,38
"29-2053",0,0,0,0,0,0,"Psychiatric Technicians","Healthcare Practitioners and Technical",136300,42590,"Postsecondary nondegree award","psychology",.349805,"medical and health sciences and services",.0930176,"business",.0671681,"31-1133",3.607097,"29-1214",3.526002,"21-1023",3.292249,100
"29-2055",0,0,0,0,0,0,"Surgical Technologists","Healthcare Practitioners and Technical",113890,62830,"Postsecondary nondegree award","medical and health sciences and services",.2741936,"biology and life sciences",.1503433,"business",.1182148,"29-9093",3.479326,"29-2031",3.060019,"29-1243",3.046172,100
"29-2056",.0333333,.0333333,0,1.160168,2.288108,-1.127941,"Veterinary Technologists and Technicians","Healthcare Practitioners and Technical",131320,45980,"Associates degree","biology and life sciences",.2418852,"agriculture",.1731155,"medical and health sciences and services",.1592012,"31-9096",3.372203,"29-1131",3.174639,"29-1214",3.008872,51
"29-2057",0,0,0,0,0,0,"Ophthalmic Medical Technicians","Healthcare Practitioners and Technical",76520,44080,"Postsecondary nondegree award",,,,,,,"29-1241",3.052381,"31-9092",2.928966,"29-1243",2.875676,100
"29-2061",.0714286,0,.0714286,7.142857,0,7.142857,"Licensed Practical and Licensed Vocational Nurses","Healthcare Practitioners and Technical",632430,62340,"Postsecondary nondegree award","medical and health sciences and services",.4021416,"business",.1251612,"education administration and teaching",.0664349,"29-1214",3.511359,"29-2043",3.391649,"29-1171",3.302636,41
"29-2081",0,0,0,0,0,0,"Opticians, Dispensing","Healthcare Practitioners and Technical",79690,46560,"HS diploma or equivalent","business",.2044464,"biology and life sciences",.1006975,"medical and health sciences and services",.0936683,"51-9083",2.513282,"29-1041",2.358347,"29-2057",2.248687,100
"29-2091",0,0,0,0,0,0,"Orthotists and Prosthetists","Healthcare Practitioners and Technical",9930,78310,"Masters degree","medical and health sciences and services",.2541258,"biology and life sciences",.1491971,"business",.1131244,"51-9082",2.607605,"29-1242",2.603258,"29-1243",2.461418,100
"29-2092",0,0,0,0,0,0,"Hearing Aid Specialists","Healthcare Practitioners and Technical",10580,61560,"HS diploma or equivalent","medical and health sciences and services",.2541258,"biology and life sciences",.1491971,"business",.1131244,"29-1181",3.11742,"29-1214",2.210973,"29-2057",1.944964,100
"29-2099",.015625,.015625,0,.9136652,.6488348,.2648305,"Health Technologists and Technicians, All Other","Healthcare Practitioners and Technical",174060,48790,"Postsecondary nondegree award","medical and health sciences and services",.2541258,"biology and life sciences",.1491971,"business",.1131244,"29-2031",2.810765,"29-2057",2.603656,"29-1214",2.56294,52
"29-9091",.15,.15,0,10.35783,9.642166,.7156677,"Athletic Trainers","Healthcare Practitioners and Technical",28950,60250,"Masters degree","medical and health sciences and services",.3722591,"biology and life sciences",.1302133,"business",.0780171,"39-9031",2.436218,"29-1128",2.383998,"29-1125",2.190768,27
"29-9092",.1578947,.2105263,-.0526316,9.185747,22.06425,-12.87851,"Genetic Counselors","Healthcare Practitioners and Technical",3510,98910,"Masters degree","medical and health sciences and services",.3722591,"biology and life sciences",.1302133,"business",.0780171,"29-1214",3.203408,"29-1223",3.03439,"29-1215",2.933594,26
"29-9099",.1176471,.1764706,-.0588235,3.226757,15.52324,-12.29649,"Healthcare Practitioners and Technical Workers, All Other","Healthcare Practitioners and Technical",36970,64030,"Postsecondary nondegree award","medical and health sciences and services",.3722591,"biology and life sciences",.1302133,"business",.0780171,"29-1161",3.634937,"29-1214",2.986414,"29-1171",2.87003,30
"31-2011",.047619,.047619,0,1.346801,3.415103,-2.068302,"Occupational Therapy Assistants","Healthcare Support",47910,68340,"Associates degree","medical and health sciences and services",.2461047,"physical fitness, parks, recreation, and leisure",.1414432,"psychology",.1209451,"31-2012",3.337984,"31-2021",3.266331,"31-2022",3.157935,48
"31-2012",.0769231,0,.0769231,7.692307,0,7.692307,"Occupational Therapy Aides","Healthcare Support",5000,37370,"HS diploma or equivalent","medical and health sciences and services",.2461047,"physical fitness, parks, recreation, and leisure",.1414432,"psychology",.1209451,"31-2022",3.450758,"31-2011",3.337984,"31-2021",3.284743,40
"31-2021",0,0,0,0,0,0,"Physical Therapist Assistants","Healthcare Support",108010,65510,"Associates degree","physical fitness, parks, recreation, and leisure",.2520631,"medical and health sciences and services",.2219,"biology and life sciences",.120169,"31-2022",3.637234,"29-1123",3.458562,"31-2012",3.284743,100
"31-2022",0,0,0,0,0,0,"Physical Therapist Aides","Healthcare Support",44010,34520,"HS diploma or equivalent","physical fitness, parks, recreation, and leisure",.2520631,"medical and health sciences and services",.2219,"biology and life sciences",.120169,"31-2021",3.637234,"31-2012",3.450758,"29-1123",3.251029,100
"31-9011",.0833333,.1666667,-.0833333,4.155844,14.02597,-9.870131,"Massage Therapists","Healthcare Support",96040,57950,"Postsecondary nondegree award","business",.1293903,"fine arts",.1104221,"medical and health sciences and services",.1023971,"29-1291",2.672517,"31-2021",2.545604,"29-1125",2.497002,38
"31-9091",0,0,0,0,0,0,"Dental Assistants","Healthcare Support",375430,47300,"Postsecondary nondegree award","medical and health sciences and services",.2437589,"biology and life sciences",.1541974,"business",.1182173,"29-1021",3.155607,"29-1023",2.927934,"29-1292",2.87393,100
"31-9092",0,.0555556,-.0555556,0,5.555555,-5.555555,"Medical Assistants","Healthcare Support",793460,44200,"Postsecondary nondegree award","medical and health sciences and services",.2665465,"biology and life sciences",.2099831,"business",.0893925,"29-1214",3.807562,"29-1243",3.467889,"29-1242",3.348372,100
"31-9093",0,0,0,0,0,0,"Medical Equipment Preparers","Healthcare Support",72760,46490,"HS diploma or equivalent",,,,,,,"29-2055",2.867876,"29-2031",2.382606,"29-9093",2.345475,100
"31-9094",.5,.375,.125,37.17802,12.82198,24.35603,"Medical Transcriptionists","Healthcare Support",43070,37550,"Postsecondary nondegree award","biology and life sciences",.4265086,"medical and health sciences and services",.1347549,"psychology",.0778407,"29-2072",3.549973,"29-1214",2.469656,"31-9092",2.374008,7
"31-9095",.125,0,.125,12.5,0,12.5,"Pharmacy Aides","Healthcare Support",41100,37000,"HS diploma or equivalent","medical and health sciences and services",.2753112,"biology and life sciences",.1410158,"business",.135948,"29-2052",3.280044,"29-1051",2.69063,"31-9092",2.150574,30
"31-9096",.0434783,.0434783,0,1.551661,2.993793,-1.442132,"Veterinary Assistants and Laboratory Animal Caretakers","Healthcare Support",114190,37320,"HS diploma or equivalent","biology and life sciences",.2527032,"agriculture",.1699433,"medical and health sciences and services",.1055577,"29-2056",3.372203,"29-1131",3.051646,"29-1214",2.601088,50
"31-9097",.0625,0,.0625,6.666667,0,6.666667,"Phlebotomists","Healthcare Support",138880,43660,"Postsecondary nondegree award","medical and health sciences and services",.276338,"biology and life sciences",.1764195,"business",.1107308,"29-2010",2.713986,"29-2031",2.680641,"31-9092",2.615728,44
"31-9099",0,0,0,0,0,0,"Healthcare Support Workers, All Other","Healthcare Support",103650,46050,"HS diploma or equivalent","medical and health sciences and services",.2574545,"business",.1347381,"psychology",.0903488,"29-1127",2.474962,"29-1243",2.36803,"29-2031",2.295762,100
"33-1011",0,0,0,0,0,0,"First-Line Supervisors of Correctional Officers","Protective Service",53390,76310,"HS diploma or equivalent","criminal justice and fire protection",.3871315,"business",.1125373,"social sciences",.0968036,"33-3012",2.64141,"21-1092",2.35404,"33-1091",2.295369,100
"33-1012",.0555556,.0555556,0,3.308824,2.941177,.3676469,"First-Line Supervisors of Police and Detectives","Protective Service",153130,105980,"HS diploma or equivalent","criminal justice and fire protection",.407322,"business",.1415574,"social sciences",.1285313,"33-1091",2.245859,"33-1011",2.209609,"33-1021",2.164253,45
"33-1021",.0217391,0,.0217391,2.173913,0,2.173913,"First-Line Supervisors of Firefighting and Prevention Workers","Protective Service",93680,92430,"Postsecondary nondegree award","criminal justice and fire protection",.242531,"business",.2118891,"social sciences",.0830397,"33-2011",2.852409,"33-2022",2.80725,"33-2021",2.605536,52
"33-2011",0,0,0,0,0,0,"Firefighters","Protective Service",332240,59530,"Postsecondary nondegree award","business",.1922102,"criminal justice and fire protection",.1883377,"social sciences",.0788395,"33-1021",2.852409,"33-2022",2.846382,"33-2021",2.759734,100
"33-2021",0,0,0,0,0,0,"Fire Inspectors and Investigators","Protective Service",14050,78060,"Postsecondary nondegree award","criminal justice and fire protection",.2095782,"business",.1390598,"environment and natural resources",.084029,"33-2011",2.759734,"33-2022",2.658605,"33-1021",2.605536,100
"33-2022",0,0,0,0,0,0,"Forest Fire Inspectors and Prevention Specialists","Protective Service",2780,52380,"HS diploma or equivalent","criminal justice and fire protection",.2095782,"business",.1390598,"environment and natural resources",.084029,"33-2011",2.846382,"33-1021",2.80725,"33-2021",2.658605,100
"33-3011",0,0,0,0,0,0,"Bailiffs","Protective Service",16910,57050,"HS diploma or equivalent","criminal justice and fire protection",.2596925,"business",.1584756,"social sciences",.1453636,"23-1023",2.006474,"33-3012",1.985055,"23-1012",1.840181,100
"33-3012",.0434783,.0434783,0,1.835878,2.511948,-.6760694,"Correctional Officers and Jailers","Protective Service",365380,57970,"HS diploma or equivalent","criminal justice and fire protection",.331358,"business",.140002,"social sciences",.1052152,"33-1011",2.64141,"21-1092",2.381809,"33-3011",1.985055,50
"33-3021",.0697537,.0628571,.0068966,3.991564,3.560328,.4312352,"Detectives and Criminal Investigators","Protective Service",110790,93580,"HS diploma or equivalent","criminal justice and fire protection",.3038943,"business",.1554084,"social sciences",.1514607,"33-9021",2.384725,"19-4092",2.149127,"33-1012",1.756875,42
"33-3031",0,0,0,0,0,0,"Fish and Game Wardens","Protective Service",6420,68180,"Bachelors degree","biology and life sciences",.1789025,"environment and natural resources",.1420697,"business",.1326735,"19-1023",2.007547,"19-1031",1.679796,"19-4071",1.665316,100
"33-3041",0,0,0,0,0,0,"Parking Enforcement Workers","Protective Service",7770,47150,"HS diploma or equivalent",,,,,,,"53-6021",2.035165,"33-9032",1.801575,"33-3052",1.7157,100
"33-3051",.05,.025,.025,4.244898,.755102,3.489796,"Police and Sheriff's Patrol Officers","Protective Service",666990,76290,"HS diploma or equivalent","criminal justice and fire protection",.3895929,"business",.142583,"social sciences",.113598,"33-3052",2.008061,"33-1012",1.93452,"33-9021",1.698951,48
"33-3052",0,0,0,0,0,0,"Transit and Railroad Police","Protective Service",3000,82320,"HS diploma or equivalent","criminal justice and fire protection",.3895929,"business",.142583,"social sciences",.113598,"33-9032",2.15152,"33-1012",2.099033,"33-3051",2.008061,100
"33-9011",.0714286,0,.0714286,7.142857,0,7.142857,"Animal Control Workers","Protective Service",11790,45830,"HS diploma or equivalent","biology and life sciences",.1465924,"criminal justice and fire protection",.1071582,"psychology",.0972996,"39-2021",2.051291,"39-2011",1.816708,"31-9096",1.813722,41
"33-9021",0,0,0,0,0,0,"Private Detectives and Investigators","Protective Service",38700,52370,"HS diploma or equivalent","business",.2092764,"criminal justice and fire protection",.1799012,"social sciences",.1283086,"33-3021",2.384725,"33-9099",2.235358,"23-1011",2.089149,100
"33-9031",0,0,0,0,0,0,"Gambling Surveillance Officers and Gambling Investigators","Protective Service",10000,43900,"HS diploma or equivalent","criminal justice and fire protection",.1920058,"business",.1853351,"social sciences",.0933783,"15-1212",1.996769,"33-1091",1.70987,"39-1013",1.575091,100
"33-9032",0,0,0,0,0,0,"Security Guards","Protective Service",1241770,38370,"HS diploma or equivalent","criminal justice and fire protection",.1920058,"business",.1853351,"social sciences",.0933783,"33-1091",2.514271,"33-3052",2.15152,"33-9093",2.0745,100
"33-9091",0,0,0,0,0,0,"Crossing Guards and Flaggers","Protective Service",90180,37700,"No formal education","business",.2125033,"education administration and teaching",.1037172,"social sciences",.0905901,"33-3052",1.971212,"53-4041",1.728963,"53-4031",1.587688,100
"33-9092",0,0,0,0,0,0,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","Protective Service",143590,33720,"No formal education",,,,,,,"33-2011",1.818242,"53-3011",1.706242,"29-2042",1.540187,100
"33-9093",.0416667,0,.0416667,4.166667,0,4.166667,"Transportation Security Screeners","Protective Service",46340,63360,"HS diploma or equivalent","criminal justice and fire protection",.2487351,"business",.1762118,"social sciences",.1229009,"33-9032",2.0745,"33-3052",1.853477,"33-1091",1.785985,50
"33-9099",.1,.05,.05,7.5,3.026316,4.473684,"Protective Service Workers, All Other","Protective Service",83110,41600,"HS diploma or equivalent","business",.1118804,"social sciences",.0881869,"biology and life sciences",.0839187,"33-9021",2.235358,"13-2054",1.931531,"13-1111",1.890089,34
"35-1011",.0952381,.0952381,0,5.58809,4.41191,1.17618,"Chefs and Head Cooks","Food Preparation and Serving Related",182320,60990,"HS diploma or equivalent","business",.2458456,"cosmetology services and culinary arts",.1157251,"fine arts",.0625023,"35-2014",2.760784,"35-2013",2.626611,"51-3011",2.586734,34
"35-1012",.1,.1,0,5.452724,4.547276,.9054489,"First-Line Supervisors of Food Preparation and Serving Workers","Food Preparation and Serving Related",1187460,42010,"HS diploma or equivalent","business",.260882,"fine arts",.0784566,"education administration and teaching",.0705707,"39-1014",2.607138,"37-1011",2.570457,"51-1011",2.502664,34
"35-2011",.2666667,.2666667,0,17.24277,9.423894,7.818877,"Cooks, Fast Food","Food Preparation and Serving Related",668230,30160,"No formal education","business",.2200701,"education administration and teaching",.0900919,"social sciences",.065909,"35-2015",2.944243,"35-2014",2.697297,"35-2021",2.507017,16
"35-2012",0,0,0,0,0,0,"Cooks, Institution and Cafeteria","Food Preparation and Serving Related",448260,36450,"No formal education","business",.2200701,"education administration and teaching",.0900919,"social sciences",.065909,"35-2014",3.025372,"35-2015",2.798741,"35-2021",2.590236,100
